Sex,Team,Year,Medal
M,Turkey,1913-1949,Silver
F,Turkey,,Gold
M,Turkey,,Bronze
M,Turkey,,Gold
M,Turkey,,Silver
M,Turkey,,Silver
M,Turkey,1990-1998,Gold
M,Turkey,,Gold
M,Turkey,1950-1972,Silver
M,Uganda,1950-1972,Gold
M,Uganda,1990-1998,Bronze
M,Uganda,,Gold
M,Uganda,1972-1989,Silver
M,Uganda,1950-1972,Silver
M,Uganda,1950-1972,Bronze
M,Uganda,1950-1972,Silver
M,Ukraine,,Gold
M,Ukraine,,Silver
F,Ukraine,,Bronze
F,Ukraine,1990-1998,Bronze
M,Ukraine,1990-1998,Bronze
F,Ukraine,1990-1998,Gold
F,Ukraine,,Bronze
M,Ukraine,,Silver
M,Ukraine,,Bronze
M,Ukraine,,Silver
M,Ukraine,,Silver
F,Ukraine,,Bronze
F,Ukraine,,Bronze
M,Ukraine,,Bronze
M,Ukraine,,Bronze
F,Ukraine,,Bronze
F,Ukraine,,Bronze
M,Ukraine,1990-1998,Gold
F,Ukraine,,Bronze
F,Ukraine,,Silver
F,Ukraine,,Bronze
M,Ukraine,,Silver
M,Ukraine,,Bronze
M,Ukraine,,Gold
M,Ukraine,,Gold
F,Ukraine,,Bronze
M,Ukraine,,Silver
M,Ukraine,,Bronze
M,Ukraine,,Bronze
F,Ukraine,,Bronze
F,Ukraine,,Gold
F,Ukraine,,Gold
M,Ukraine,,Silver
F,Ukraine,,Gold
F,Ukraine,,Gold
M,Ukraine,,Bronze
M,Ukraine,,Silver
M,Ukraine,,Silver
F,Ukraine,1990-1998,Silver
M,Ukraine,,Bronze
M,Ukraine,,Silver
M,Ukraine,,Gold
F,Ukraine,,Bronze
M,Ukraine,,Silver
M,Ukraine,,Bronze
M,Ukraine,1990-1998,Bronze
F,Ukraine,,Bronze
M,Ukraine,,Bronze
M,Ukraine,,Bronze
M,Ukraine,,Bronze
M,Ukraine,1990-1998,Bronze
F,Ukraine,,Bronze
F,Ukraine,,Silver
F,Ukraine,,Bronze
F,Ukraine,,Gold
F,Ukraine,,Bronze
F,Ukraine,,Bronze
F,Ukraine,,Silver
F,Ukraine,,Gold
M,Ukraine,1990-1998,Bronze
M,Ukraine,1990-1998,Gold
F,Ukraine,,Silver
F,Ukraine,,Gold
F,Ukraine,,Gold
F,Ukraine,,Gold
F,Ukraine,,Gold
F,Ukraine,,Silver
M,Ukraine,1990-1998,Bronze
F,Ukraine,,Silver
M,Ukraine,1990-1998,Bronze
F,Ukraine,,Gold
F,Ukraine,,Bronze
F,Ukraine,,Bronze
M,Ukraine,,Silver
F,Ukraine,,Gold
F,Ukraine,,Silver
F,Ukraine,1990-1998,Gold
M,Ukraine,1990-1998,Bronze
M,Ukraine,,Silver
M,Ukraine,,Bronze
M,Ukraine,,Silver
F,Ukraine,,Bronze
F,Ukraine,,Silver
M,Ukraine,,Gold
M,Ukraine,,Gold
M,Ukraine,,Silver
M,Ukraine,,Bronze
F,Ukraine,,Bronze
M,Ukraine,,Bronze
F,Ukraine,,Silver
M,Ukraine,,Silver
M,Ukraine,1990-1998,Gold
F,Ukraine,1990-1998,Silver
F,Ukraine,,Gold
F,Ukraine,,Bronze
M,Ukraine,,Silver
F,Ukraine,1990-1998,Silver
M,Ukraine,,Gold
M,Ukraine,,Bronze
M,Ukraine,1990-1998,Bronze
M,Ukraine,,Gold
M,Ukraine,1990-1998,Gold
F,Ukraine,,Bronze
F,Ukraine,,Gold
F,Ukraine,,Silver
F,Ukraine,,Silver
F,Ukraine,,Silver
F,Ukraine,1990-1998,Bronze
F,Ukraine,,Bronze
M,Ukraine,,Silver
M,Ukraine,,Gold
F,Ukraine,1990-1998,Silver
M,Ukraine,,Silver
F,Ukraine,,Gold
F,Ukraine,1990-1998,Gold
F,Ukraine,1990-1998,Gold
F,Ukraine,1990-1998,Silver
F,Ukraine,,Bronze
M,Ukraine,,Bronze
F,Ukraine,,Gold
F,Ukraine,,Bronze
M,Ukraine,,Bronze
F,Ukraine,,Bronze
M,Ukraine,,Silver
F,Ukraine,,Bronze
F,Ukraine,,Bronze
F,Ukraine,1990-1998,Silver
M,Ukraine,,Bronze
M,Ukraine,,Gold
F,Ukraine,1990-1998,Bronze
F,Ukraine,,Silver
F,Ukraine,,Bronze
M,Ukraine,,Silver
F,Ukraine,,Gold
F,Ukraine,,Bronze
F,Ukraine,,Gold
M,Ukraine,,Bronze
F,Ukraine,,Silver
M,Ukraine,,Bronze
F,Ukraine,1990-1998,Gold
M,Ukraine,1990-1998,Bronze
M,Ukraine,,Bronze
M,Ukraine,1990-1998,Bronze
M,Ukraine,1990-1998,Gold
M,Ukraine,,Bronze
M,Ukraine,,Bronze
F,Ukraine,,Gold
F,Ukraine,,Bronze
F,Ukraine,,Bronze
F,Ukraine,,Bronze
F,Ukraine,,Gold
F,Ukraine,,Bronze
M,Ukraine,,Silver
F,Ukraine,,Bronze
F,Ukraine,,Bronze
M,Ukraine,,Silver
M,Ukraine,1990-1998,Bronze
M,Ukraine,,Silver
M,Ukraine,,Bronze
M,Ukraine,,Silver
M,Ukraine,,Silver
M,Ukraine,1990-1998,Gold
F,Ukraine,1990-1998,Bronze
F,Ukraine,,Bronze
F,Ukraine,,Silver
F,Ukraine,,Gold
M,Ukraine,1990-1998,Bronze
M,Ukraine,,Gold
F,Ukraine,,Bronze
F,Ukraine,,Bronze
F,Ukraine,,Bronze
F,Ukraine,,Bronze
M,Ukraine,,Gold
M,Ukraine,,Bronze
F,Ukraine,1990-1998,Bronze
F,Ukraine,,Silver
F,Ukraine,,Bronze
M,Ukraine,,Silver
M,Ukraine,,Gold
M,Ukraine,,Bronze
F,Ukraine,,Bronze
M,Ukraine,,Silver
M,Ukraine,,Gold
F,Ukraine,1990-1998,Bronze
M,Ukraine,,Bronze
F,Ukraine,,Silver
M,Ukraine,,Bronze
F,Ukraine,,Bronze
F,Ukraine,,Bronze
F,Ukraine,,Bronze
M,Ukraine,1990-1998,Bronze
M,Ukraine,,Bronze
F,Ukraine,,Bronze
M,Ukraine,1990-1998,Bronze
F,Ukraine,,Gold
F,Ukraine,,Bronze
M,Ukraine,,Silver
M,Ukraine,,Bronze
F,Ukraine,,Bronze
M,United Arab Emirates,,Gold
M,United Arab Emirates,,Bronze
M,United Arab Republic,1950-1972,Bronze
M,United Arab Republic,1950-1972,Silver
M,United States,,Silver
M,United States,,Bronze
F,United States,Before 1913,Gold
F,United States,,Silver
F,United States,,Silver
M,United States,,Gold
M,United States,1913-1949,Silver
M,United States,,Gold
M,United States,1913-1949,Gold
M,United States,1913-1949,Gold
M,United States,1913-1949,Gold
M,United States,Before 1913,Silver
M,United States,Before 1913,Bronze
M,United States,Before 1913,Silver
M,United States,Before 1913,Gold
M,United States,Before 1913,Gold
M,United States,Before 1913,Silver
F,United States,,Bronze
M,United States,1950-1972,Gold
M,United States,1990-1998,Gold
M,United States,,Gold
M,United States,,Gold
M,United States,,Silver
M,United States,,Gold
M,United States,,Bronze
M,United States,,Bronze
M,United States,,Gold
M,United States,,Gold
M,United States,1990-1998,Gold
F,United States,,Silver
M,United States,1950-1972,Silver
M,United States,1913-1949,Gold
F,United States,1990-1998,Gold
F,United States,1990-1998,Silver
F,United States,1990-1998,Gold
M,United States,,Gold
M,United States,,Gold
F,United States,1990-1998,Gold
F,United States,,Gold
F,United States,,Silver
F,United States,,Bronze
F,United States,,Bronze
F,United States,1950-1972,Silver
F,United States,1950-1972,Gold
M,United States,1913-1949,Silver
M,United States,1913-1949,Gold
F,United States,1950-1972,Bronze
M,United States,1913-1949,Bronze
M,United States,1972-1989,Gold
F,United States,,Silver
M,United States,1950-1972,Gold
M,United States,1990-1998,Bronze
M,United States,,Gold
M,United States,1950-1972,Bronze
M,United States,1913-1949,Bronze
M,United States,,Gold
M,United States,,Bronze
F,United States,1950-1972,Gold
M,United States,,Silver
F,United States,,Gold
M,United States,1950-1972,Gold
M,United States,1950-1972,Gold
M,United States,,Silver
F,United States,1972-1989,Bronze
F,United States,,Gold
F,United States,,Gold
M,United States,,Bronze
M,United States,1913-1949,Gold
M,United States,1950-1972,Gold
M,United States,1950-1972,Gold
F,United States,,Silver
F,United States,,Gold
M,United States,1913-1949,Gold
M,United States,,Bronze
M,United States,1913-1949,Silver
M,United States,1950-1972,Silver
M,United States,1950-1972,Gold
M,United States,1913-1949,Silver
M,United States,1913-1949,Silver
M,United States,1950-1972,Silver
M,United States,1972-1989,Bronze
M,United States,1950-1972,Silver
M,United States,1950-1972,Bronze
M,United States,Before 1913,Bronze
M,United States,Before 1913,Silver
F,United States,1972-1989,Gold
F,United States,1972-1989,Gold
M,United States,1990-1998,Gold
M,United States,,Bronze
M,United States,,Gold
M,United States,,Gold
M,United States,,Gold
M,United States,,Silver
M,United States,,Bronze
M,United States,1913-1949,Silver
M,United States,1913-1949,Gold
M,United States,1913-1949,Gold
M,United States,1913-1949,Gold
M,United States,1972-1989,Gold
F,United States,,Silver
F,United States,,Gold
F,United States,1972-1989,Gold
F,United States,,Gold
F,United States,,Gold
F,United States,,Gold
M,United States,1972-1989,Gold
M,United States,1950-1972,Gold
M,United States,,Bronze
F,United States,,Gold
M,United States,,Bronze
M,United States,1972-1989,Silver
M,United States,1950-1972,Bronze
M,United States,Before 1913,Bronze
M,United States,1950-1972,Gold
F,United States,1972-1989,Gold
F,United States,1972-1989,Gold
F,United States,1972-1989,Silver
F,United States,1972-1989,Gold
F,United States,1990-1998,Gold
M,United States,1950-1972,Gold
F,United States,1950-1972,Bronze
F,United States,1950-1972,Bronze
F,United States,1950-1972,Silver
F,United States,1950-1972,Gold
M,United States,1950-1972,Silver
M,United States,1972-1989,Bronze
F,United States,,Gold
F,United States,,Gold
F,United States,,Gold
M,United States,1913-1949,Bronze
M,United States,1990-1998,Gold
M,United States,1950-1972,Gold
M,United States,1990-1998,Bronze
M,United States,1950-1972,Bronze
M,United States,Before 1913,Gold
M,United States,1950-1972,Gold
M,United States,1950-1972,Gold
M,United States,,Silver
F,United States,1990-1998,Gold
M,United States,1972-1989,Silver
M,United States,1972-1989,Gold
F,United States,1950-1972,Silver
F,United States,1950-1972,Silver
F,United States,1950-1972,Gold
F,United States,1950-1972,Gold
F,United States,1972-1989,Silver
F,United States,1972-1989,Silver
F,United States,1972-1989,Silver
F,United States,1972-1989,Gold
F,United States,1972-1989,Silver
F,United States,1990-1998,Gold
M,United States,Before 1913,Gold
M,United States,1972-1989,Gold
M,United States,1972-1989,Gold
M,United States,1950-1972,Silver
M,United States,1972-1989,Silver
M,United States,,Silver
M,United States,1950-1972,Bronze
M,United States,Before 1913,Gold
M,United States,1990-1998,Bronze
F,United States,,Silver
F,United States,,Bronze
F,United States,1950-1972,Gold
F,United States,1990-1998,Gold
F,United States,,Silver
M,United States,1913-1949,Gold
M,United States,,Silver
M,United States,1913-1949,Gold
F,United States,1913-1949,Bronze
M,United States,1972-1989,Gold
F,United States,,Silver
F,United States,,Gold
F,United States,,Gold
F,United States,1990-1998,Gold
F,United States,,Silver
M,United States,1950-1972,Silver
M,United States,1950-1972,Silver
M,United States,1950-1972,Bronze
M,United States,1950-1972,Gold
M,United States,,Gold
M,United States,1913-1949,Bronze
M,United States,1950-1972,Bronze
F,United States,1950-1972,Gold
M,United States,,Gold
M,United States,1913-1949,Gold
M,United States,1972-1989,Gold
M,United States,1972-1989,Gold
M,United States,1950-1972,Silver
F,United States,,Bronze
M,United States,1972-1989,Silver
M,United States,1913-1949,Gold
M,United States,1913-1949,Gold
M,United States,,Bronze
M,United States,1913-1949,Gold
M,United States,1990-1998,Gold
M,United States,1990-1998,Gold
F,United States,1950-1972,Bronze
F,United States,1950-1972,Gold
F,United States,1950-1972,Gold
M,United States,1913-1949,Gold
M,United States,1950-1972,Bronze
M,United States,,Gold
M,United States,1950-1972,Gold
M,United States,1913-1949,Gold
M,United States,1972-1989,Silver
M,United States,1990-1998,Gold
M,United States,1950-1972,Bronze
F,United States,1913-1949,Bronze
F,United States,1972-1989,Silver
M,United States,,Silver
F,United States,,Silver
M,United States,1950-1972,Gold
M,United States,1950-1972,Silver
M,United States,1950-1972,Gold
F,United States,,Bronze
M,United States,1913-1949,Silver
M,United States,1913-1949,Bronze
M,United States,1990-1998,Gold
M,United States,1972-1989,Gold
M,United States,1972-1989,Silver
M,United States,1913-1949,Gold
M,United States,1913-1949,Silver
M,United States,1972-1989,Bronze
M,United States,1972-1989,Gold
M,United States,1972-1989,Gold
M,United States,1990-1998,Bronze
M,United States,1990-1998,Bronze
F,United States,,Bronze
F,United States,,Bronze
M,United States,1990-1998,Silver
M,United States,1913-1949,Gold
M,United States,1950-1972,Silver
M,United States,1972-1989,Gold
M,United States,1913-1949,Bronze
M,United States,1990-1998,Bronze
F,United States,1990-1998,Silver
M,United States,Before 1913,Silver
M,United States,1972-1989,Bronze
F,United States,1913-1949,Gold
M,United States,1972-1989,Gold
M,United States,1972-1989,Silver
M,United States,1990-1998,Gold
M,United States,1990-1998,Bronze
F,United States,,Silver
M,United States,1913-1949,Gold
F,United States,,Bronze
M,United States,Before 1913,Gold
M,United States,Before 1913,Silver
M,United States,Before 1913,Gold
M,United States,Before 1913,Silver
M,United States,Before 1913,Silver
M,United States,1913-1949,Silver
M,United States,1972-1989,Silver
M,United States,,Silver
M,United States,1950-1972,Gold
F,United States,1990-1998,Silver
F,United States,1990-1998,Silver
F,United States,1990-1998,Gold
F,United States,,Bronze
F,United States,,Gold
F,United States,,Silver
F,United States,,Silver
F,United States,1972-1989,Gold
M,United States,1913-1949,Silver
M,United States,1913-1949,Gold
M,United States,,Silver
F,United States,1972-1989,Silver
F,United States,,Silver
F,United States,,Bronze
M,United States,Before 1913,Bronze
M,United States,1950-1972,Bronze
M,United States,1950-1972,Bronze
M,United States,1913-1949,Gold
F,United States,1972-1989,Silver
M,United States,1990-1998,Bronze
F,United States,1990-1998,Bronze
F,United States,1913-1949,Gold
F,United States,1913-1949,Silver
F,United States,1913-1949,Gold
M,United States,1950-1972,Gold
M,United States,Before 1913,Silver
F,United States,,Gold
M,United States,1950-1972,Gold
M,United States,,Gold
F,United States,1972-1989,Bronze
M,United States,1950-1972,Silver
F,United States,,Bronze
F,United States,,Silver
M,United States,Before 1913,Bronze
M,United States,1972-1989,Bronze
M,United States,1950-1972,Gold
F,United States,1990-1998,Silver
F,United States,,Silver
F,United States,,Silver
M,United States,1950-1972,Gold
M,United States,1972-1989,Gold
F,United States,1950-1972,Gold
F,United States,1950-1972,Gold
F,United States,1950-1972,Gold
M,United States,Before 1913,Gold
M,United States,1972-1989,Silver
F,United States,,Gold
F,United States,,Silver
F,United States,,Gold
M,United States,1950-1972,Gold
M,United States,1913-1949,Bronze
M,United States,1950-1972,Bronze
M,United States,1950-1972,Gold
M,United States,1950-1972,Bronze
M,United States,1950-1972,Gold
M,United States,1913-1949,Bronze
F,United States,1990-1998,Gold
F,United States,,Gold
F,United States,,Gold
M,United States,1950-1972,Silver
F,United States,1972-1989,Gold
M,United States,1990-1998,Bronze
M,United States,1913-1949,Silver
M,United States,1950-1972,Gold
M,United States,,Gold
M,United States,,Gold
M,United States,,Silver
M,United States,,Gold
F,United States,1990-1998,Gold
F,United States,,Gold
F,United States,,Gold
F,United States,,Silver
F,United States,,Silver
F,United States,,Silver
M,United States,1950-1972,Gold
M,United States,1950-1972,Silver
M,United States,1950-1972,Silver
M,United States,Before 1913,Gold
M,United States,1972-1989,Silver
M,United States,1990-1998,Gold
M,United States,1972-1989,Silver
M,United States,1972-1989,Gold
M,United States,1990-1998,Bronze
M,United States,1990-1998,Gold
M,United States,1972-1989,Silver
M,United States,Before 1913,Gold
M,United States,1972-1989,Silver
M,United States,1990-1998,Gold
M,United States,1972-1989,Gold
M,United States,1972-1989,Silver
M,United States,1972-1989,Silver
F,United States,,Gold
F,United States,,Silver
M,United States,,Bronze
F,United States,1990-1998,Gold
M,United States,1950-1972,Gold
M,United States,1972-1989,Gold
F,United States,1972-1989,Silver
F,United States,,Gold
F,United States,,Gold
F,United States,,Gold
F,United States,,Gold
F,United States,,Bronze
M,United States,Before 1913,Bronze
M,United States,Before 1913,Silver
M,United States,1972-1989,Silver
M,United States,Before 1913,Gold
M,United States,Before 1913,Bronze
M,United States,Before 1913,Bronze
M,United States,Before 1913,Silver
M,United States,Before 1913,Bronze
M,United States,1972-1989,Gold
M,United States,1972-1989,Gold
M,United States,1972-1989,Gold
M,United States,1972-1989,Bronze
M,United States,1972-1989,Gold
M,United States,1972-1989,Gold
M,United States,1972-1989,Silver
M,United States,1972-1989,Gold
M,United States,1990-1998,Silver
M,United States,1990-1998,Gold
M,United States,1990-1998,Gold
M,United States,1990-1998,Gold
F,United States,,Gold
F,United States,,Gold
F,United States,,Gold
F,United States,,Gold
M,United States,1913-1949,Gold
M,United States,1913-1949,Gold
M,United States,1950-1972,Silver
M,United States,1913-1949,Bronze
F,United States,,Gold
M,United States,1950-1972,Silver
M,United States,1950-1972,Gold
F,United States,,Bronze
F,United States,1990-1998,Gold
F,United States,1972-1989,Gold
F,United States,1972-1989,Bronze
F,United States,1990-1998,Gold
F,United States,1990-1998,Gold
F,United States,1990-1998,Gold
F,United States,1990-1998,Gold
M,United States,1913-1949,Gold
M,United States,1913-1949,Gold
M,United States,1950-1972,Bronze
M,United States,Before 1913,Silver
F,United States,1913-1949,Gold
M,United States,1972-1989,Gold
F,United States,1913-1949,Gold
F,United States,1913-1949,Gold
F,United States,1913-1949,Gold
F,United States,,Silver
M,United States,1913-1949,Gold
M,United States,1950-1972,Gold
F,United States,,Bronze
M,United States,1950-1972,Gold
M,United States,1913-1949,Bronze
M,United States,1913-1949,Silver
M,United States,1972-1989,Gold
F,United States,1972-1989,Gold
F,United States,1972-1989,Bronze
F,United States,1972-1989,Silver
M,United States,1972-1989,Silver
M,United States,1990-1998,Silver
M,United States,1972-1989,Gold
F,United States,1972-1989,Gold
M,United States,1913-1949,Gold
M,United States,1913-1949,Bronze
F,United States,1990-1998,Gold
F,United States,,Gold
M,United States,Before 1913,Gold
M,United States,Before 1913,Silver
M,United States,Before 1913,Gold
M,United States,1913-1949,Silver
M,United States,1913-1949,Gold
M,United States,1950-1972,Gold
M,United States,1913-1949,Silver
M,United States,1913-1949,Silver
F,United States,,Gold
M,United States,1950-1972,Gold
M,United States,,Bronze
M,United States,,Gold
M,United States,1913-1949,Bronze
M,United States,1913-1949,Gold
M,United States,1972-1989,Silver
F,United States,1990-1998,Gold
M,United States,,Gold
M,United States,1913-1949,Silver
M,United States,1913-1949,Gold
M,United States,,Gold
M,United States,1950-1972,Gold
M,United States,1950-1972,Silver
M,United States,1950-1972,Bronze
F,United States,1972-1989,Gold
F,United States,1950-1972,Gold
F,United States,1990-1998,Gold
F,United States,1990-1998,Gold
M,United States,1972-1989,Silver
M,United States,1972-1989,Gold
M,United States,1950-1972,Silver
M,United States,,Gold
M,United States,,Bronze
M,United States,,Bronze
M,United States,,Silver
M,United States,1990-1998,Silver
M,United States,1913-1949,Gold
M,United States,1950-1972,Gold
M,United States,1972-1989,Silver
F,United States,1972-1989,Gold
F,United States,,Silver
F,United States,,Bronze
F,United States,,Gold
F,United States,,Gold
F,United States,,Silver
F,United States,1990-1998,Gold
F,United States,,Gold
F,United States,,Gold
F,United States,,Gold
M,United States,1950-1972,Gold
M,United States,,Bronze
M,United States,1972-1989,Silver
M,United States,1913-1949,Bronze
F,United States,,Silver
M,United States,1913-1949,Gold
M,United States,1913-1949,Silver
M,United States,1950-1972,Silver
M,United States,1950-1972,Silver
M,United States,1950-1972,Gold
M,United States,1950-1972,Bronze
M,United States,1913-1949,Silver
M,United States,Before 1913,Gold
M,United States,1990-1998,Silver
M,United States,1950-1972,Gold
M,United States,1950-1972,Bronze
M,United States,1913-1949,Gold
M,United States,,Bronze
M,United States,1990-1998,Gold
M,United States,Before 1913,Bronze
M,United States,1913-1949,Bronze
F,United States,1990-1998,Bronze
F,United States,,Silver
M,United States,1950-1972,Bronze
M,United States,1950-1972,Bronze
M,United States,1950-1972,Silver
M,United States,1950-1972,Bronze
M,United States,1950-1972,Bronze
M,United States,Before 1913,Bronze
M,United States,1972-1989,Gold
M,United States,,Bronze
M,United States,,Gold
M,United States,1950-1972,Silver
M,United States,1913-1949,Bronze
F,United States,1950-1972,Silver
M,United States,1913-1949,Gold
M,United States,1990-1998,Bronze
F,United States,1950-1972,Gold
F,United States,1913-1949,Bronze
M,United States,1990-1998,Gold
M,United States,Before 1913,Gold
M,United States,1913-1949,Gold
F,United States,1972-1989,Gold
F,United States,1972-1989,Gold
F,United States,1972-1989,Gold
F,United States,1972-1989,Silver
M,United States,1913-1949,Silver
F,United States,,Bronze
F,United States,1972-1989,Silver
M,United States,,Gold
M,United States,1913-1949,Bronze
M,United States,,Silver
M,United States,1950-1972,Gold
M,United States,1972-1989,Gold
F,United States,1972-1989,Silver
F,United States,1972-1989,Gold
F,United States,1972-1989,Gold
M,United States,1972-1989,Gold
F,United States,1972-1989,Bronze
M,United States,1950-1972,Silver
M,United States,Before 1913,Bronze
M,United States,1950-1972,Bronze
F,United States,1972-1989,Gold
M,United States,1913-1949,Gold
M,United States,,Silver
F,United States,1950-1972,Bronze
M,United States,1913-1949,Gold
M,United States,,Bronze
F,United States,1972-1989,Silver
M,United States,1950-1972,Gold
M,United States,1913-1949,Silver
M,United States,,Bronze
M,United States,1972-1989,Gold
M,United States,1913-1949,Silver
M,United States,1913-1949,Bronze
F,United States,1990-1998,Gold
F,United States,,Gold
M,United States,1950-1972,Gold
M,United States,1950-1972,Silver
M,United States,1950-1972,Gold
F,United States,1990-1998,Bronze
F,United States,,Gold
M,United States,1972-1989,Gold
M,United States,1972-1989,Gold
F,United States,,Silver
M,United States,,Gold
M,United States,,Gold
M,United States,Before 1913,Gold
M,United States,Before 1913,Gold
F,United States,1972-1989,Silver
M,United States,1972-1989,Gold
M,United States,1972-1989,Gold
M,United States,1972-1989,Gold
M,United States,1972-1989,Gold
M,United States,1950-1972,Silver
M,United States,1972-1989,Gold
M,United States,1950-1972,Gold
F,United States,,Gold
F,United States,,Gold
F,United States,1990-1998,Bronze
F,United States,1972-1989,Bronze
M,United States,1972-1989,Silver
F,United States,1972-1989,Gold
F,United States,1990-1998,Bronze
F,United States,,Bronze
M,United States,1972-1989,Bronze
M,United States,1990-1998,Silver
M,United States,Before 1913,Gold
M,United States,1990-1998,Silver
M,United States,1972-1989,Silver
F,United States,1950-1972,Gold
F,United States,1950-1972,Gold
M,United States,Before 1913,Silver
M,United States,Before 1913,Gold
M,United States,Before 1913,Gold
M,United States,1950-1972,Silver
M,United States,1990-1998,Silver
M,United States,,Gold
F,United States,1990-1998,Silver
F,United States,1972-1989,Gold
F,United States,1990-1998,Silver
M,United States,1990-1998,Gold
M,United States,,Gold
M,United States,,Gold
M,United States,1950-1972,Silver
M,United States,1950-1972,Gold
M,United States,1950-1972,Gold
M,United States,1950-1972,Gold
M,United States,1950-1972,Gold
F,United States,1950-1972,Gold
F,United States,,Gold
F,United States,,Gold
F,United States,,Silver
M,United States,,Gold
M,United States,1913-1949,Bronze
M,United States,1913-1949,Gold
M,United States,1913-1949,Gold
M,United States,1950-1972,Gold
M,United States,1972-1989,Silver
F,United States,1990-1998,Gold
F,United States,,Silver
M,United States,1990-1998,Silver
M,United States,Before 1913,Silver
F,United States,,Gold
F,United States,,Gold
M,United States,1913-1949,Silver
M,United States,,Bronze
F,United States,,Bronze
F,United States,,Silver
M,United States,1950-1972,Gold
M,United States,1913-1949,Gold
M,United States,1950-1972,Gold
M,United States,1950-1972,Gold
M,United States,1950-1972,Gold
M,United States,Before 1913,Gold
M,United States,,Silver
M,United States,1913-1949,Bronze
M,United States,1913-1949,Bronze
M,United States,1913-1949,Bronze
M,United States,,Silver
M,United States,1990-1998,Bronze
M,United States,1950-1972,Silver
M,United States,1972-1989,Silver
M,United States,1972-1989,Silver
M,United States,1972-1989,Silver
M,United States,1950-1972,Silver
M,United States,1950-1972,Gold
M,United States,1972-1989,Silver
M,United States,1972-1989,Silver
M,United States,1972-1989,Bronze
M,United States,,Silver
F,United States,1990-1998,Gold
M,United States,1972-1989,Silver
F,United States,,Silver
F,United States,1913-1949,Gold
M,United States,1972-1989,Gold
M,United States,1972-1989,Gold
M,United States,1972-1989,Gold
M,United States,1972-1989,Bronze
M,United States,1950-1972,Bronze
M,United States,1972-1989,Bronze
M,United States,1990-1998,Bronze
M,United States,1913-1949,Bronze
M,United States,1990-1998,Bronze
M,United States,1950-1972,Bronze
M,United States,1950-1972,Silver
F,United States,,Silver
M,United States,1913-1949,Gold
M,United States,1913-1949,Gold
M,United States,,Bronze
M,United States,1913-1949,Gold
F,United States,1972-1989,Gold
M,United States,1913-1949,Gold
M,United States,1913-1949,Gold
F,United States,1950-1972,Gold
F,United States,1950-1972,Gold
M,United States,1950-1972,Gold
M,United States,1950-1972,Gold
M,United States,1972-1989,Gold
M,United States,1972-1989,Bronze
M,United States,1913-1949,Gold
M,United States,1950-1972,Bronze
M,United States,1913-1949,Gold
M,United States,1913-1949,Silver
F,United States,,Gold
M,United States,1972-1989,Silver
M,United States,,Gold
M,United States,Before 1913,Silver
M,United States,Before 1913,Silver
M,United States,Before 1913,Bronze
M,United States,Before 1913,Gold
F,United States,1913-1949,Bronze
M,United States,1950-1972,Silver
M,United States,,Silver
M,United States,Before 1913,Silver
M,United States,Before 1913,Gold
M,United States,1913-1949,Silver
F,United States,,Gold
F,United States,,Gold
F,United States,1990-1998,Bronze
M,United States,1950-1972,Gold
F,United States,,Bronze
M,United States,Before 1913,Silver
F,United States,,Bronze
F,United States,,Gold
F,United States,,Gold
F,United States,,Gold
F,United States,,Gold
F,United States,,Silver
F,United States,1972-1989,Gold
F,United States,1972-1989,Gold
F,United States,1972-1989,Gold
M,United States,1990-1998,Bronze
M,United States,1972-1989,Gold
M,United States,1950-1972,Gold
M,United States,1950-1972,Silver
M,United States,,Gold
M,United States,,Bronze
M,United States,,Bronze
M,United States,,Silver
M,United States,,Gold
M,United States,1972-1989,Gold
M,United States,1913-1949,Bronze
F,United States,,Gold
M,United States,1913-1949,Silver
M,United States,1913-1949,Gold
M,United States,,Bronze
M,United States,1913-1949,Gold
F,United States,1972-1989,Gold
M,United States,,Gold
M,United States,1950-1972,Silver
M,United States,1950-1972,Silver
F,United States,1990-1998,Bronze
F,United States,,Gold
F,United States,,Gold
M,United States,1950-1972,Gold
M,United States,1913-1949,Silver
F,United States,1990-1998,Gold
F,United States,,Silver
F,United States,,Gold
M,United States,,Bronze
M,United States,,Gold
M,United States,,Silver
F,United States,1972-1989,Silver
F,United States,1972-1989,Gold
F,United States,1972-1989,Gold
F,United States,1972-1989,Bronze
M,United States,,Silver
M,United States,,Silver
F,United States,,Gold
F,United States,,Gold
F,United States,,Silver
M,United States,,Bronze
M,United States,Before 1913,Bronze
F,United States,1972-1989,Silver
F,United States,1990-1998,Bronze
F,United States,1990-1998,Silver
M,United States,,Bronze
F,United States,1990-1998,Gold
F,United States,1990-1998,Silver
F,United States,,Bronze
M,United States,,Gold
M,United States,,Bronze
M,United States,1950-1972,Gold
M,United States,1972-1989,Gold
M,United States,1950-1972,Silver
M,United States,1950-1972,Gold
M,United States,1950-1972,Silver
M,United States,1972-1989,Gold
F,United States,,Silver
F,United States,,Bronze
F,United States,,Silver
F,United States,,Silver
F,United States,,Bronze
M,United States,,Gold
M,United States,1913-1949,Gold
M,United States,1913-1949,Bronze
M,United States,1950-1972,Silver
M,United States,1972-1989,Silver
M,United States,Before 1913,Bronze
M,United States,1913-1949,Silver
M,United States,1972-1989,Silver
M,United States,Before 1913,Gold
M,United States,Before 1913,Gold
M,United States,1950-1972,Gold
M,United States,1913-1949,Gold
F,United States,,Gold
F,United States,,Bronze
F,United States,,Bronze
